site	time	r_tilde_ms	r_tilde_ms_small_t	r_tilde_jc	true_r_jc
3	0.780002	0.6204721647	0.7453178290	1.1612639912	1.1612639912
3	0.800002	0.6212936906	0.7453178290	1.1612639912	1.1612639912
3	0.820002	0.6220320673	0.7453178290	1.1612639912	1.1612639912
3	0.840002	0.6226952715	0.7453178290	1.1612639912	1.1612639912
3	0.860002	0.6232906003	0.7453178290	1.1612639912	1.1612639912
3	0.880002	0.6238247088	0.7453178290	1.1612639912	1.1612639912
3	0.900002	0.6243036514	0.7453178290	1.1612639912	1.1612639912
3	0.920002	0.6247329239	0.7453178290	1.1612639912	1.1612639912
3	0.940002	0.6251175065	0.7453178290	1.1612639912	1.1612639912
3	0.960002	0.6254619052	0.7453178290	1.1612639912	1.1612639912
3	0.980002	0.6257701919	0.7453178290	1.1612639912	1.1612639912
3	1.000002	0.6260460418	0.7453178290	1.1612639912	1.1612639912
3	1.020002	0.6262927694	0.7453178290	1.1612639912	1.1612639912
3	1.040002	0.6265133612	0.7453178290	1.1612639912	1.1612639912
3	1.060002	0.6267105063	0.7453178290	1.1612639912	1.1612639912
3	1.080002	0.6268866247	0.7453178290	1.1612639912	1.1612639912
3	1.100002	0.6270438928	0.7453178290	1.1612639912	1.1612639912
3	1.120002	0.6271842671	0.7453178290	1.1612639912	1.1612639912
3	1.140002	0.6273095058	0.7453178290	1.1612639912	1.1612639912
3	1.160002	0.6274211881	0.7453178290	1.1612639912	1.1612639912
3	1.180002	0.6275207323	0.7453178290	1.1612639912	1.1612639912
3	1.200002	0.6276094112	0.7453178290	1.1612639912	1.1612639912
3	1.220002	0.6276883674	0.7453178290	1.1612639912	1.1612639912
3	1.240002	0.6277586256	0.7453178290	1.1612639912	1.1612639912
3	1.260002	0.6278211052	0.7453178290	1.1612639912	1.1612639912
3	1.280002	0.6278766306	0.7453178290	1.1612639912	1.1612639912
3	1.300002	0.6279259408	0.7453178290	1.1612639912	1.1612639912
3	1.320002	0.6279696983	0.7453178290	1.1612639912	1.1612639912
3	1.340002	0.6280084967	0.7453178290	1.1612639912	1.1612639912
3	1.360002	0.6280428679	0.7453178290	1.1612639912	1.1612639912
3	1.380002	0.6280732883	0.7453178290	1.1612639912	1.1612639912
3	1.400002	0.6281001844	0.7453178290	1.1612639912	1.1612639912
3	1.420002	0.6281239382	0.7453178290	1.1612639912	1.1612639912
3	1.440002	0.6281448917	0.7453178290	1.1612639912	1.1612639912
3	1.460002	0.6281633507	0.7453178290	1.1612639912	1.1612639912
3	1.480002	0.6281795889	0.7453178290	1.1612639912	1.1612639912
3	1.500002	0.6281938513	0.7453178290	1.1612639912	1.1612639912
3	1.520002	0.6282063567	0.7453178290	1.1612639912	1.1612639912
3	1.540002	0.6282173007	0.7453178290	1.1612639912	1.1612639912
3	1.560002	0.6282268582	0.7453178290	1.1612639912	1.1612639912
3	1.580002	0.6282351855	0.7453178290	1.1612639912	1.1612639912
3	1.600002	0.6282424220	0.7453178290	1.1612639912	1.1612639912
3	1.620002	0.6282486922	0.7453178290	1.1612639912	1.1612639912
3	1.640002	0.6282541073	0.7453178290	1.1612639912	1.1612639912
3	1.660002	0.6282587664	0.7453178290	1.1612639912	1.1612639912
3	1.680002	0.6282627579	0.7453178290	1.1612639912	1.1612639912
3	1.700002	0.6282661604	0.7453178290	1.1612639912	1.1612639912
3	1.720002	0.6282690442	0.7453178290	1.1612639912	1.1612639912
3	1.740002	0.6282714717	0.7453178290	1.1612639912	1.1612639912
3	1.760002	0.6282734984	0.7453178290	1.1612639912	1.1612639912
3	1.780002	0.6282751737	0.7453178290	1.1612639912	1.1612639912
3	1.800002	0.6282765416	0.7453178290	1.1612639912	1.1612639912
3	1.820002	0.6282776409	0.7453178290	1.1612639912	1.1612639912
3	1.840002	0.6282785064	0.7453178290	1.1612639912	1.1612639912
3	1.860002	0.6282791686	0.7453178290	1.1612639912	1.1612639912
3	1.880002	0.6282796547	0.7453178290	1.1612639912	1.1612639912
3	1.900002	0.6282799888	0.7453178290	1.1612639912	1.1612639912
3	1.920002	0.6282801920	0.7453178290	1.1612639912	1.1612639912
3	1.940002	0.6282802832	0.7453178290	1.1612639912	1.1612639912
3	1.960002	0.6282802789	0.7453178290	1.1612639912	1.1612639912
3	1.980002	0.6282801936	0.7453178290	1.1612639912	1.1612639912
4	0.000002	1.4515250210	1.4515225271	0.6348749760	0.6348749758
4	0.020002	1.4744608704	1.4515225271	0.6348749758	0.6348749758
4	0.040002	1.4939980411	1.4515225271	0.6348749758	0.6348749758
4	0.060002	1.5107345797	1.4515225271	0.6348749758	0.6348749758
4	0.080002	1.5250085659	1.4515225271	0.6348749758	0.6348749758
4	0.100002	1.5370059704	1.4515225271	0.6348749758	0.6348749758
4	0.120002	1.5468218635	1.4515225271	0.6348749758	0.6348749758
4	0.140002	1.5545047127	1.4515225271	0.6348749758	0.6348749758
4	0.160002	1.5600949315	1.4515225271	0.6348749758	0.6348749758
4	0.180002	1.5636604378	1.4515225271	0.6348749758	0.6348749758
4	0.200002	1.5653263632	1.4515225271	0.6348749758	0.6348749758
4	0.220002	1.5652924044	1.4515225271	0.6348749758	0.6348749758
4	0.240002	1.5638310920	1.4515225271	0.6348749758	0.6348749758
4	0.260002	1.5612647546	1.4515225271	0.6348749758	0.6348749758
4	0.280002	1.5579269826	1.4515225271	0.6348749758	0.6348749758
4	0.300002	1.5541214716	1.4515225271	0.6348749758	0.6348749758
4	0.320002	1.5500922243	1.4515225271	0.6348749758	0.6348749758
4	0.340002	1.5460129116	1.4515225271	0.6348749758	0.6348749758
4	0.360002	1.5419938352	1.4515225271	0.6348749758	0.6348749758
4	0.380002	1.5380984901	1.4515225271	0.6348749758	0.6348749758
4	0.400002	1.5343610988	1.4515225271	0.6348749758	0.6348749758
4	0.420002	1.5307999530	1.4515225271	0.6348749758	0.6348749758
4	0.440002	1.5274253900	1.4515225271	0.6348749758	0.6348749758
4	0.460002	1.5242435833	1.4515225271	0.6348749758	0.6348749758
4	0.480002	1.5212579044	1.4515225271	0.6348749758	0.6348749758
4	0.500002	1.5184692319	1.4515225271	0.6348749758	0.6348749758
4	0.520002	1.5158759980	1.4515225271	0.6348749758	0.6348749758
4	0.540002	1.5134743023	1.4515225271	0.6348749758	0.6348749758
4	0.560002	1.5112581712	1.4515225271	0.6348749758	0.6348749758
4	0.580002	1.5092199257	1.4515225271	0.6348749758	0.6348749758
4	0.600002	1.5073505997	1.4515225271	0.6348749758	0.6348749758
4	0.620002	1.5056403541	1.4515225271	0.6348749758	0.6348749758
4	0.640002	1.5040788508	1.4515225271	0.6348749758	0.6348749758
4	0.660002	1.5026555712	1.4515225271	0.6348749758	0.6348749758
4	0.680002	1.5013600706	1.4515225271	0.6348749758	0.6348749758
4	0.700002	1.5001821733	1.4515225271	0.6348749758	0.6348749758
4	0.720002	1.4991121139	1.4515225271	0.6348749758	0.6348749758
4	0.740002	1.4981406327	1.4515225271	0.6348749758	0.6348749758
4	0.760002	1.4972590351	1.4515225271	0.6348749758	0.6348749758
4	0.780002	1.4964592217	1.4515225271	0.6348749758	0.6348749758
4	0.800002	1.4957336961	1.4515225271	0.6348749758	0.6348749758
4	0.820002	1.4950755575	1.4515225271	0.6348749758	0.6348749758
4	0.840002	1.4944784811	1.4515225271	0.6348749758	0.6348749758
4	0.860002	1.4939366908	1.4515225271	0.6348749758	0.6348749758
4	0.880002	1.4934449272	1.4515225271	0.6348749758	0.6348749758
4	0.900002	1.4929984131	1.4515225271	0.6348749758	0.6348749758
4	0.920002	1.4925928179	1.4515225271	0.6348749758	0.6348749758
4	0.940002	1.4922242219	1.4515225271	0.6348749758	0.6348749758
4	0.960002	1.4918890817	1.4515225271	0.6348749758	0.6348749758
4	0.980002	1.4915841973	1.4515225271	0.6348749758	0.6348749758
4	1.000002	1.4913066807	1.4515225271	0.6348749758	0.6348749758
4	1.020002	1.4910539273	1.4515225271	0.6348749758	0.6348749758
4	1.040002	1.4908235881	1.4515225271	0.6348749758	0.6348749758
4	1.060002	1.4906135460	1.4515225271	0.6348749758	0.6348749758
4	1.080002	1.4904218920	1.4515225271	0.6348749758	0.6348749758
4	1.100002	1.4902469055	1.4515225271	0.6348749758	0.6348749758
4	1.120002	1.4900870348	1.4515225271	0.6348749758	0.6348749758
4	1.140002	1.4899408806	1.4515225271	0.6348749758	0.6348749758
4	1.160002	1.4898071805	1.4515225271	0.6348749758	0.6348749758
4	1.180002	1.4896847950	1.4515225271	0.6348749758	0.6348749758
4	1.200002	1.4895726953	1.4515225271	0.6348749758	0.6348749758
4	1.220002	1.4894699523	1.4515225271	0.6348749758	0.6348749758
4	1.240002	1.4893757259	1.4515225271	0.6348749758	0.6348749758
4	1.260002	1.4892892566	1.4515225271	0.6348749758	0.6348749758
4	1.280002	1.4892098572	1.4515225271	0.6348749758	0.6348749758
4	1.300002	1.4891369054	1.4515225271	0.6348749758	0.6348749758
4	1.320002	1.4890698377	1.4515225271	0.6348749758	0.6348749758
4	1.340002	1.4890081431	1.4515225271	0.6348749758	0.6348749758
4	1.360002	1.4889513582	1.4515225271	0.6348749758	0.6348749758
4	1.380002	1.4888990623	1.4515225271	0.6348749758	0.6348749758
4	1.400002	1.4888508736	1.4515225271	0.6348749758	0.6348749758
4	1.420002	1.4888064448	1.4515225271	0.6348749758	0.6348749758
4	1.440002	1.4887654602	1.4515225271	0.6348749758	0.6348749758
4	1.460002	1.4887276327	1.4515225271	0.6348749758	0.6348749758
4	1.480002	1.4886927006	1.4515225271	0.6348749758	0.6348749758
4	1.500002	1.4886604256	1.4515225271	0.6348749758	0.6348749758
4	1.520002	1.4886305905	1.4515225271	0.6348749758	0.6348749758
4	1.540002	1.4886029970	1.4515225271	0.6348749758	0.6348749758
4	1.560002	1.4885774642	1.4515225271	0.6348749758	0.6348749758
4	1.580002	1.4885538269	1.4515225271	0.6348749758	0.6348749758
4	1.600002	1.4885319340	1.4515225271	0.6348749758	0.6348749758
4	1.620002	1.4885116473	1.4515225271	0.6348749758	0.6348749758
4	1.640002	1.4884928404	1.4515225271	0.6348749758	0.6348749758
4	1.660002	1.4884753977	1.4515225271	0.6348749758	0.6348749758
4	1.680002	1.4884592130	1.4515225271	0.6348749758	0.6348749758
4	1.700002	1.4884441891	1.4515225271	0.6348749758	0.6348749758
4	1.720002	1.4884302370	1.4515225271	0.6348749758	0.6348749758
4	1.740002	1.4884172748	1.4515225271	0.6348749758	0.6348749758
4	1.760002	1.4884052273	1.4515225271	0.6348749758	0.6348749758
4	1.780002	1.4883940256	1.4515225271	0.6348749758	0.6348749758
4	1.800002	1.4883836061	1.4515225271	0.6348749758	0.6348749758
4	1.820002	1.4883739107	1.4515225271	0.6348749758	0.6348749758
4	1.840002	1.4883648854	1.4515225271	0.6348749758	0.6348749758
4	1.860002	1.4883564811	1.4515225271	0.6348749758	0.6348749758
4	1.880002	1.4883486520	1.4515225271	0.6348749758	0.6348749758
4	1.900002	1.4883413562	1.4515225271	0.6348749758	0.6348749758
4	1.920002	1.4883345551	1.4515225271	0.6348749758	0.6348749758
4	1.940002	1.4883282129	1.4515225271	0.6348749758	0.6348749758
4	1.960002	1.4883222968	1.4515225271	0.6348749758	0.6348749758
4	1.980002	1.4883167762	1.4515225271	0.6348749758	0.6348749758
5	0.000002	1.4002613411	1.4002594435	1.0752110598	1.0752110598
5	0.020002	1.4179435281	1.4002594435	1.0752110598	1.0752110598
5	0.040002	1.4335510622	1.4002594435	1.0752110598	1.0752110598
5	0.060002	1.4475293025	1.4002594435	1.0752110598	1.0752110598
5	0.080002	1.4600617156	1.4002594435	1.0752110598	1.0752110598
5	0.100002	1.4711856031	1.4002594435	1.0752110598	1.0752110598
5	0.120002	1.4808567809	1.4002594435	1.0752110598	1.0752110598
5	0.140002	1.4889940845	1.4002594435	1.0752110598	1.0752110598
5	0.160002	1.4955160710	1.4002594435	1.0752110598	1.0752110598
5	0.180002	1.5003740419	1.4002594435	1.0752110598	1.0752110598
5	0.200002	1.5035800386	1.4002594435	1.0752110598	1.0752110598
5	0.220002	1.5052246785	1.4002594435	1.0752110598	1.0752110598
5	0.240002	1.5054787573	1.4002594435	1.0752110598	1.0752110598
5	0.260002	1.5045757943	1.4002594435	1.0752110598	1.0752110598
5	0.280002	1.5027794618	1.4002594435	1.0752110598	1.0752110598
5	0.300002	1.5003464790	1.4002594435	1.0752110598	1.0752110598
5	0.320002	1.4974973840	1.4002594435	1.0752110598	1.0752110598
5	0.340002	1.4944028957	1.4002594435	1.0752110598	1.0752110598
5	0.360002	1.4911855289	1.4002594435	1.0752110598	1.0752110598
5	0.380002	1.4879301591	1.4002594435	1.0752110598	1.0752110598
5	0.400002	1.4846962963	1.4002594435	1.0752110598	1.0752110598
5	0.420002	1.4815275956	1.4002594435	1.0752110598	1.0752110598
5	0.440002	1.4784575091	1.4002594435	1.0752110598	1.0752110598
5	0.460002	1.4755119778	1.4002594435	1.0752110598	1.0752110598
5	0.480002	1.4727105301	1.4002594435	1.0752110598	1.0752110598
5	0.500002	1.4700668163	1.4002594435	1.0752110598	1.0752110598
5	0.520002	1.4675891107	1.4002594435	1.0752110598	1.0752110598
5	0.540002	1.4652809500	1.4002594435	1.0752110598	1.0752110598
5	0.560002	1.4631418950	1.4002594435	1.0752110598	1.0752110598
5	0.580002	1.4611683365	1.4002594435	1.0752110598	1.0752110598
5	0.600002	1.4593542752	1.4002594435	1.0752110598	1.0752110598
5	0.620002	1.4576920215	1.4002594435	1.0752110598	1.0752110598
5	0.640002	1.4561727904	1.4002594435	1.0752110598	1.0752110598
5	0.660002	1.4547871857	1.4002594435	1.0752110598	1.0752110598
5	0.680002	1.4535255777	1.4002594435	1.0752110598	1.0752110598
5	0.700002	1.4523783883	1.4002594435	1.0752110598	1.0752110598
5	0.720002	1.4513362964	1.4002594435	1.0752110598	1.0752110598
5	0.740002	1.4503903802	1.4002594435	1.0752110598	1.0752110598
5	0.760002	1.4495322082	1.4002594435	1.0752110598	1.0752110598
5	0.780002	1.4487538922	1.4002594435	1.0752110598	1.0752110598
5	0.800002	1.4480481113	1.4002594435	1.0752110598	1.0752110598
5	0.820002	1.4474081137	1.4002594435	1.0752110598	1.0752110598
5	0.840002	1.4468277055	1.4002594435	1.0752110598	1.0752110598
5	0.860002	1.4463012274	1.4002594435	1.0752110598	1.0752110598
5	0.880002	1.4458235263	1.4002594435	1.0752110598	1.0752110598
5	0.900002	1.4453899225	1.4002594435	1.0752110598	1.0752110598
5	0.920002	1.4449961754	1.4002594435	1.0752110598	1.0752110598
5	0.940002	1.4446384491	1.4002594435	1.0752110598	1.0752110598
5	0.960002	1.4443132779	1.4002594435	1.0752110598	1.0752110598
5	0.980002	1.4440175342	1.4002594435	1.0752110598	1.0752110598
5	1.000002	1.4437483974	1.4002594435	1.0752110598	1.0752110598
5	1.020002	1.4435033252	1.4002594435	1.0752110598	1.0752110598
5	1.040002	1.4432800265	1.4002594435	1.0752110598	1.0752110598
5	1.060002	1.4430764376	1.4002594435	1.0752110598	1.0752110598
5	1.080002	1.4428906990	1.4002594435	1.0752110598	1.0752110598
5	1.100002	1.4427211354	1.4002594435	1.0752110598	1.0752110598
5	1.120002	1.4425662372	1.4002594435	1.0752110598	1.0752110598
5	1.140002	1.4424246434	1.4002594435	1.0752110598	1.0752110598
5	1.160002	1.4422951268	1.4002594435	1.0752110598	1.0752110598
5	1.180002	1.4421765803	1.4002594435	1.0752110598	1.0752110598
5	1.200002	1.4420680047	1.4002594435	1.0752110598	1.0752110598
5	1.220002	1.4419684977	1.4002594435	1.0752110598	1.0752110598
5	1.240002	1.4418772440	1.4002594435	1.0752110598	1.0752110598
5	1.260002	1.4417935067	1.4002594435	1.0752110598	1.0752110598
5	1.280002	1.4417166191	1.4002594435	1.0752110598	1.0752110598
5	1.300002	1.4416459777	1.4002594435	1.0752110598	1.0752110598
5	1.320002	1.4415810361	1.4002594435	1.0752110598	1.0752110598
5	1.340002	1.4415212988	1.4002594435	1.0752110598	1.0752110598
5	1.360002	1.4414663168	1.4002594435	1.0752110598	1.0752110598
5	1.380002	1.4414156824	1.4002594435	1.0752110598	1.0752110598
5	1.400002	1.4413690254	1.4002594435	1.0752110598	1.0752110598
5	1.420002	1.4413260095	1.4002594435	1.0752110598	1.0752110598
5	1.440002	1.4412863289	1.4002594435	1.0752110598	1.0752110598
5	1.460002	1.4412497053	1.4002594435	1.0752110598	1.0752110598
5	1.480002	1.4412158852	1.4002594435	1.0752110598	1.0752110598
5	1.500002	1.4411846380	1.4002594435	1.0752110598	1.0752110598
5	1.520002	1.4411557531	1.4002594435	1.0752110598	1.0752110598
5	1.540002	1.4411290387	1.4002594435	1.0752110598	1.0752110598
5	1.560002	1.4411043194	1.4002594435	1.0752110598	1.0752110598
5	1.580002	1.4410814353	1.4002594435	1.0752110598	1.0752110598
5	1.600002	1.4410602401	1.4002594435	1.0752110598	1.0752110598
5	1.620002	1.4410406000	1.4002594435	1.0752110598	1.0752110598
5	1.640002	1.4410223926	1.4002594435	1.0752110598	1.0752110598
5	1.660002	1.4410055059	1.4002594435	1.0752110598	1.0752110598
5	1.680002	1.4409898372	1.4002594435	1.0752110598	1.0752110598
5	1.700002	1.4409752923	1.4002594435	1.0752110598	1.0752110598
5	1.720002	1.4409617850	1.4002594435	1.0752110598	1.0752110598
5	1.740002	1.4409492361	1.4002594435	1.0752110598	1.0752110598
5	1.760002	1.4409375728	1.4002594435	1.0752110598	1.0752110598
5	1.780002	1.4409267282	1.4002594435	1.0752110598	1.0752110598
5	1.800002	1.4409166410	1.4002594435	1.0752110598	1.0752110598
5	1.820002	1.4409072547	1.4002594435	1.0752110598	1.0752110598
5	1.840002	1.4408985173	1.4002594435	1.0752110598	1.0752110598
5	1.860002	1.4408903810	1.4002594435	1.0752110598	1.0752110598
5	1.880002	1.4408828015	1.4002594435	1.0752110598	1.0752110598
5	1.900002	1.4408757384	1.4002594435	1.0752110598	1.0752110598
5	1.920002	1.4408691542	1.4002594435	1.0752110598	1.0752110598
