site	time	r_tilde	mu_nuc	mu_rate
3	1.140002	0.7582822773	C	5
3	1.160002	0.7610128907	C	5
3	1.180002	0.7636631517	C	5
3	1.200002	0.7662347221	C	5
3	1.220002	0.7687293033	C	5
3	1.240002	0.7711486268	C	5
3	1.260002	0.7734944452	C	5
3	1.280002	0.7757685252	C	5
3	1.300002	0.7779726406	C	5
3	1.320002	0.7801085661	C	5
3	1.340002	0.7821780720	C	5
3	1.360002	0.7841829195	C	5
3	1.380002	0.7861248565	C	5
3	1.400002	0.7880056138	C	5
3	1.420002	0.7898269020	C	5
3	1.440002	0.7915904085	C	5
3	1.460002	0.7932977954	C	5
3	1.480002	0.7949506972	C	5
3	1.500002	0.7965507191	C	5
3	1.520002	0.7980994355	C	5
3	1.540002	0.7995983888	C	5
3	1.560002	0.8010490889	C	5
3	1.580002	0.8024530114	C	5
3	1.600002	0.8038115983	C	5
3	1.620002	0.8051262565	C	5
3	1.640002	0.8063983583	C	5
3	1.660002	0.8076292409	C	5
3	1.680002	0.8088202068	C	5
3	1.700002	0.8099725233	C	5
3	1.720002	0.8110874233	C	5
3	1.740002	0.8121661054	C	5
3	1.760002	0.8132097343	C	5
3	1.780002	0.8142194409	C	5
3	1.800002	0.8151963234	C	5
3	1.820002	0.8161414473	C	5
3	1.840002	0.8170558463	C	5
3	1.860002	0.8179405229	C	5
3	1.880002	0.8187964485	C	5
3	1.900002	0.8196245651	C	5
3	1.920002	0.8204257848	C	5
3	1.940002	0.8212009913	C	5
3	1.960002	0.8219510404	C	5
3	1.980002	0.8226767605	C	5
4	0.000002	-0.0025538218	C	5
4	0.020002	1.4411195034	C	5
4	0.040002	1.4149154122	C	5
4	0.060002	1.4117637318	C	5
4	0.080002	1.4132758828	C	5
4	0.100002	1.4165669501	C	5
4	0.120002	1.4209438531	C	5
4	0.140002	1.4261949969	C	5
4	0.160002	1.4322274474	C	5
4	0.180002	1.4389760109	C	5
4	0.200002	1.4463802878	C	5
4	0.220002	1.4543796331	C	5
4	0.240002	1.4629124806	C	5
4	0.260002	1.4719164634	C	5
4	0.280002	1.4813285648	C	5
4	0.300002	1.4910852564	C	5
4	0.320002	1.5011226955	C	5
4	0.340002	1.5113770325	C	5
4	0.360002	1.5217848353	C	5
4	0.380002	1.5322836096	C	5
4	0.400002	1.5428123814	C	5
4	0.420002	1.5533123051	C	5
4	0.440002	1.5637272625	C	5
4	0.460002	1.5740044254	C	5
4	0.480002	1.5840947583	C	5
4	0.500002	1.5939534461	C	5
4	0.520002	1.6035402355	C	5
4	0.540002	1.6128196828	C	5
4	0.560002	1.6217613075	C	5
4	0.580002	1.6303396503	C	5
4	0.600002	1.6385342426	C	5
4	0.620002	1.6463294898	C	5
4	0.640002	1.6537144809	C	5
4	0.660002	1.6606827315	C	5
4	0.680002	1.6672318729	C	5
4	0.700002	1.6733632994	C	5
4	0.720002	1.6790817842	C	5
4	0.740002	1.6843950787	C	5
4	0.760002	1.6893135031	C	5
4	0.780002	1.6938495409	C	5
4	0.800002	1.6980174454	C	5
4	0.820002	1.7018328645	C	5
4	0.840002	1.7053124916	C	5
4	0.860002	1.7084737451	C	5
4	0.880002	1.7113344795	C	5
4	0.900002	1.7139127311	C	5
4	0.920002	1.7162264961	C	5
4	0.940002	1.7182935423	C	5
4	0.960002	1.7201312522	C	5
4	0.980002	1.7217564954	C	5
4	1.000002	1.7231855281	C	5
4	1.020002	1.7244339167	C	5
4	1.040002	1.7255164827	C	5
4	1.060002	1.7264472673	C	5
4	1.080002	1.7272395109	C	5
4	1.100002	1.7279056465	C	5
4	1.120002	1.7284573051	C	5
4	1.140002	1.7289053288	C	5
4	1.160002	1.7292597925	C	5
4	1.180002	1.7295300298	C	5
4	1.200002	1.7297246643	C	5
4	1.220002	1.7298516432	C	5
4	1.240002	1.7299182722	C	5
4	1.260002	1.7299312528	C	5
4	1.280002	1.7298967186	C	5
4	1.300002	1.7298202720	C	5
4	1.320002	1.7297070202	C	5
4	1.340002	1.7295616102	C	5
4	1.360002	1.7293882618	C	5
4	1.380002	1.7291908005	C	5
4	1.400002	1.7289726873	C	5
4	1.420002	1.7287370484	C	5
4	1.440002	1.7284867014	C	5
4	1.460002	1.7282241815	C	5
4	1.480002	1.7279517652	C	5
4	1.500002	1.7276714921	C	5
4	1.520002	1.7273851858	C	5
4	1.540002	1.7270944730	C	5
4	1.560002	1.7268008009	C	5
4	1.580002	1.7265054537	C	5
4	1.600002	1.7262095674	C	5
4	1.620002	1.7259141435	C	5
4	1.640002	1.7256200620	C	5
4	1.660002	1.7253280927	C	5
4	1.680002	1.7250389058	C	5
4	1.700002	1.7247530817	C	5
4	1.720002	1.7244711198	C	5
4	1.740002	1.7241934466	C	5
4	1.760002	1.7239204231	C	5
4	1.780002	1.7236523516	C	5
4	1.800002	1.7233894815	C	5
4	1.820002	1.7231320152	C	5
4	1.840002	1.7228801128	C	5
4	1.860002	1.7226338972	C	5
4	1.880002	1.7223934577	C	5
4	1.900002	1.7221588539	C	5
4	1.920002	1.7219301194	C	5
4	1.940002	1.7217072646	C	5
4	1.960002	1.7214902794	C	5
4	1.980002	1.7212791361	C	5
5	0.000002	-0.0023217997	C	5
5	0.020002	1.2969812680	C	5
5	0.040002	1.2652710768	C	5
5	0.060002	1.2581422955	C	5
5	0.080002	1.2579710108	C	5
5	0.100002	1.2613349063	C	5
5	0.120002	1.2669779653	C	5
5	0.140002	1.2742470377	C	5
5	0.160002	1.2827287466	C	5
5	0.180002	1.2921318100	C	5
5	0.200002	1.3022376192	C	5
5	0.220002	1.3128748290	C	5
5	0.240002	1.3239043748	C	5
5	0.260002	1.3352099139	C	5
5	0.280002	1.3466914936	C	5
5	0.300002	1.3582613088	C	5
5	0.320002	1.3698408830	C	5
5	0.340002	1.3813592429	C	5
5	0.360002	1.3927517903	C	5
5	0.380002	1.4039596583	C	5
5	0.400002	1.4149293953	C	5
5	0.420002	1.4256128575	C	5
5	0.440002	1.4359672209	C	5
5	0.460002	1.4459550456	C	5
5	0.480002	1.4555443414	C	5
5	0.500002	1.4647086013	C	5
5	0.520002	1.4734267775	C	5
5	0.540002	1.4816831874	C	5
5	0.560002	1.4894673428	C	5
5	0.580002	1.4967737048	C	5
5	0.600002	1.5036013692	C	5
5	0.620002	1.5099536929	C	5
5	0.640002	1.5158378739	C	5
5	0.660002	1.5212644988	C	5
5	0.680002	1.5262470718	C	5
5	0.700002	1.5308015394	C	5
5	0.720002	1.5349458230	C	5
5	0.740002	1.5386993700	C	5
5	0.760002	1.5420827335	C	5
5	0.780002	1.5451171855	C	5
5	0.800002	1.5478243694	C	5
5	0.820002	1.5502259941	C	5
5	0.840002	1.5523435706	C	5
5	0.860002	1.5541981900	C	5
5	0.880002	1.5558103418	C	5
5	0.900002	1.5571997698	C	5
5	0.920002	1.5583853614	C	5
5	0.940002	1.5593850681	C	5
5	0.960002	1.5602158524	C	5
5	0.980002	1.5608936576	C	5
5	1.000002	1.5614333974	C	5
5	1.020002	1.5618489611	C	5
5	1.040002	1.5621532323	C	5
5	1.060002	1.5623581173	C	5
5	1.080002	1.5624745816	C	5
5	1.100002	1.5625126919	C	5
5	1.120002	1.5624816624	C	5
5	1.140002	1.5623899033	C	5
5	1.160002	1.5622450702	C	5
5	1.180002	1.5620541141	C	5
5	1.200002	1.5618233308	C	5
5	1.220002	1.5615584091	C	5
5	1.240002	1.5612644770	C	5
5	1.260002	1.5609461462	C	5
5	1.280002	1.5606075545	C	5
5	1.300002	1.5602524056	C	5
5	1.320002	1.5598840066	C	5
5	1.340002	1.5595053028	C	5
5	1.360002	1.5591189108	C	5
5	1.380002	1.5587271479	C	5
5	1.400002	1.5583320608	C	5
5	1.420002	1.5579354508	C	5
5	1.440002	1.5575388979	C	5
5	1.460002	1.5571437820	C	5
5	1.480002	1.5567513032	C	5
5	1.500002	1.5563624997	C	5
5	1.520002	1.5559782644	C	5
5	1.540002	1.5555993599	C	5
5	1.560002	1.5552264323	C	5
5	1.580002	1.5548600236	C	5
5	1.600002	1.5545005827	C	5
5	1.620002	1.5541484761	C	5
5	1.640002	1.5538039967	C	5
5	1.660002	1.5534673723	C	5
5	1.680002	1.5531387730	C	5
5	1.700002	1.5528183182	C	5
5	1.720002	1.5525060825	C	5
5	1.740002	1.5522021012	C	5
5	1.760002	1.5519063755	C	5
5	1.780002	1.5516188765	C	5
5	1.800002	1.5513395494	C	5
5	1.820002	1.5510683172	C	5
5	1.840002	1.5508050835	C	5
5	1.860002	1.5505497358	C	5
5	1.880002	1.5503021476	C	5
5	1.900002	1.5500621809	C	5
5	1.920002	1.5498296881	C	5
5	1.940002	1.5496045140	C	5
5	1.960002	1.5493864971	C	5
5	1.980002	1.5491754711	C	5
6	0.000002	-0.0005699700	C	5
6	0.020002	0.2848142057	C	5
6	0.040002	0.2560251154	C	5
6	0.060002	0.2397346032	C	5
6	0.080002	0.2292592544	C	5
6	0.100002	0.2223191702	C	5
6	0.120002	0.2177238470	C	5
6	0.140002	0.2147616336	C	5
6	0.160002	0.2129780873	C	5
6	0.180002	0.2120701860	C	5
6	0.200002	0.2118289792	C	5
6	0.220002	0.2121061903	C	5
6	0.240002	0.2127938196	C	5
6	0.260002	0.2138112461	C	5
6	0.280002	0.2150968469	C	5
6	0.300002	0.2166024329	C	5
6	0.320002	0.2182894885	C	5
6	0.340002	0.2201265927	C	5
6	0.360002	0.2220876290	C	5
6	0.380002	0.2241505276	C	5
6	0.400002	0.2262963731	C	5
6	0.420002	0.2285087634	C	5
6	0.440002	0.2307733450	C	5
6	0.460002	0.2330774692	C	5
6	0.480002	0.2354099353	C	5
6	0.500002	0.2377607941	C	5
6	0.520002	0.2401211936	C	5
6	0.540002	0.2424832566	C	5
6	0.560002	0.2448399787	C	5
6	0.580002	0.2471851437	C	5
6	0.600002	0.2495132495	C	5
6	0.620002	0.2518194442	C	5
6	0.640002	0.2540994680	C	5
6	0.660002	0.2563496017	C	5
6	0.680002	0.2585666187	C	5
6	0.700002	0.2607477421	C	5
6	0.720002	0.2628906045	C	5
6	0.740002	0.2649932105	C	5
6	0.760002	0.2670539032	C	5
6	0.780002	0.2690713323	C	5
6	0.800002	0.2710444246	C	5
6	0.820002	0.2729723576	C	5
6	0.840002	0.2748545338	C	5
6	0.860002	0.2766905587	C	5
6	0.880002	0.2784802187	C	5
6	0.900002	0.2802234624	C	5
6	0.920002	0.2819203826	C	5
6	0.940002	0.2835711999	C	5
6	0.960002	0.2851762479	C	5
6	0.980002	0.2867359593	C	5
6	1.000002	0.2882508540	C	5
6	1.020002	0.2897215274	C	5
6	1.040002	0.2911486399	C	5
6	1.060002	0.2925329081	C	5
6	1.080002	0.2938750961	C	5
6	1.100002	0.2951760077	C	5
6	1.120002	0.2964364795	C	5
6	1.140002	0.2976573748	C	5
6	1.160002	0.2988395779	C	5
6	1.180002	0.2999839889	C	5
6	1.200002	0.3010915195	C	5
6	1.220002	0.3021630886	C	5
6	1.240002	0.3031996188	C	5
6	1.260002	0.3042020333	C	5
6	1.280002	0.3051712529	C	5
6	1.300002	0.3061081933	C	5
6	1.320002	0.3070137635	C	5
6	1.340002	0.3078888630	C	5
6	1.360002	0.3087343809	C	5
6	1.380002	0.3095511937	C	5
6	1.400002	0.3103401646	C	5
6	1.420002	0.3111021423	C	5
6	1.440002	0.3118379596	C	5
6	1.460002	0.3125484334	C	5
6	1.480002	0.3132343635	C	5
6	1.500002	0.3138965322	C	5
6	1.520002	0.3145357041	C	5
6	1.540002	0.3151526258	C	5
6	1.560002	0.3157480253	C	5
6	1.580002	0.3163226123	C	5
6	1.600002	0.3168770781	C	5
6	1.620002	0.3174120952	C	5
6	1.640002	0.3179283181	C	5
6	1.660002	0.3184263826	C	5
6	1.680002	0.3189069064	C	5
6	1.700002	0.3193704894	C	5
6	1.720002	0.3198177135	C	5
6	1.740002	0.3202491435	C	5
6	1.760002	0.3206653264	C	5
6	1.780002	0.3210667929	C	5
6	1.800002	0.3214540566	C	5
6	1.820002	0.3218276152	C	5
6	1.840002	0.3221879503	C	5
6	1.860002	0.3225355279	C	5
6	1.880002	0.3228707989	C	5
6	1.900002	0.3231941994	C	5
6	1.920002	0.3235061508	C	5
6	1.940002	0.3238070606	C	5
6	1.960002	0.3240973226	C	5
6	1.980002	0.3243773172	C	5
7	0.000002	-0.0025725212	C	5
7	0.020002	1.4545225521	C	5
7	0.040002	1.4308068213	C	5
7	0.060002	1.4299985304	C	5
7	0.080002	1.4333983388	C	5
7	0.100002	1.4380324900	C	5
7	0.120002	1.4432123154	C	5
7	0.140002	1.4487799352	C	5
7	0.160002	1.4547179691	C	5
7	0.180002	1.4610413842	C	5
7	0.200002	1.4677647878	C	5
7	0.220002	1.4748926933	C	5
7	0.240002	1.4824172900	C	5
7	0.260002	1.4903187902	C	5
7	0.280002	1.4985667064	C	5
7	0.300002	1.5071214823	C	5
7	0.320002	1.5159362496	C	5
7	0.340002	1.5249586024	C	5
7	0.360002	1.5341323244	C	5
7	0.380002	1.5433990246	C	5
7	0.400002	1.5526996481	C	5
7	0.420002	1.5619758395	C	5
7	0.440002	1.5711711442	C	5
7	0.460002	1.5802320371	C	5
7	0.480002	1.5891087766	C	5
7	0.500002	1.5977560834	C	5
7	0.520002	1.6061336479	C	5
7	0.540002	1.6142064745	C	5
7	0.560002	1.6219450711	C	5
7	0.580002	1.6293254981	C	5
7	0.600002	1.6363292893	C	5
7	0.620002	1.6429432623	C	5
7	0.640002	1.6491592362	C	5
7	0.660002	1.6549736723	C	5
7	0.680002	1.6603872600	C	5
7	0.700002	1.6654044620	C	5
7	0.720002	1.6700330382	C	5
7	0.740002	1.6742835629	C	5
7	0.760002	1.6781689479	C	5
7	0.780002	1.6817039843	C	5
7	0.800002	1.6849049109	C	5
7	0.820002	1.6877890159	C	5
7	0.840002	1.6903742773	C	5
7	0.860002	1.6926790439	C	5
7	0.880002	1.6947217577	C	5
7	0.900002	1.6965207180	C	5
7	0.920002	1.6980938839	C	5
7	0.940002	1.6994587151	C	5
7	0.960002	1.7006320453	C	5
7	0.980002	1.7016299866	C	5
7	1.000002	1.7024678608	C	5
7	1.020002	1.7031601536	C	5
7	1.040002	1.7037204893	C	5
7	1.060002	1.7041616209	C	5
7	1.080002	1.7044954355	C	5
7	1.100002	1.7047329689	C	5
7	1.120002	1.7048844303	C	5
7	1.140002	1.7049592325	C	5
7	1.160002	1.7049660270	C	5
7	1.180002	1.7049127431	C	5
7	1.200002	1.7048066280	C	5
7	1.220002	1.7046542887	C	5
7	1.240002	1.7044617335	C	5
7	1.260002	1.7042344132	C	5
7	1.280002	1.7039772618	C	5
7	1.300002	1.7036947347	C	5
7	1.320002	1.7033908468	C	5
7	1.340002	1.7030692072	C	5
7	1.360002	1.7027330532	C	5
7	1.380002	1.7023852816	C	5
7	1.400002	1.7020284782	C	5
7	1.420002	1.7016649452	C	5
7	1.440002	1.7012967268	C	5
7	1.460002	1.7009256329	C	5
7	1.480002	1.7005532608	C	5
7	1.500002	1.7001810152	C	5
7	1.520002	1.6998101269	C	5
7	1.540002	1.6994416694	C	5
7	1.560002	1.6990765748	C	5
7	1.580002	1.6987156474	C	5
7	1.600002	1.6983595773	C	5
7	1.620002	1.6980089516	C	5
7	1.640002	1.6976642652	C	5
7	1.660002	1.6973259308	C	5
7	1.680002	1.6969942875	C	5
7	1.700002	1.6966696087	C	5
7	1.720002	1.6963521098	C	5
7	1.740002	1.6960419541	C	5
7	1.760002	1.6957392594	C	5
7	1.780002	1.6954441026	C	5
7	1.800002	1.6951565255	C	5
7	1.820002	1.6948765380	C	5
7	1.840002	1.6946041231	C	5
7	1.860002	1.6943392396	C	5
7	1.880002	1.6940818257	C	5
7	1.900002	1.6938318018	C	5
7	1.920002	1.6935890728	C	5
7	1.940002	1.6933535307	C	5
7	1.960002	1.6931250562	C	5
7	1.980002	1.6929035211	C	5
8	0.000002	-0.0013726166	C	5
8	0.020002	0.7713417648	C	5
8	0.040002	0.7577500967	C	5
8	0.060002	0.7584152382	C	5
8	0.080002	0.7623519848	C	5
8	0.100002	0.7672721897	C	5
8	0.120002	0.7723521333	C	5
8	0.140002	0.7772327189	C	5
8	0.160002	0.7817572854	C	5
8	0.180002	0.7858723901	C	5
8	0.200002	0.7895801474	C	5
8	0.220002	0.7929118426	C	5
8	0.240002	0.7959122757	C	5
8	0.260002	0.7986303010	C	5
8	0.280002	0.8011132367	C	5
8	0.300002	0.8034037803	C	5
8	0.320002	0.8055385544	C	5
8	0.340002	0.8075476982	C	5
8	0.360002	0.8094550996	C	5
8	0.380002	0.8112789939	C	5
8	0.400002	0.8130327402	C	5
8	0.420002	0.8147256525	C	5
8	0.440002	0.8163638079	C	5
8	0.460002	0.8179507866	C	5
8	0.480002	0.8194883186	C	5
8	0.500002	0.8209768314	C	5
8	0.520002	0.8224158981	C	5
8	0.540002	0.8238045931	C	5
8	0.560002	0.8251417670	C	5
8	0.580002	0.8264262504	C	5
8	0.600002	0.8276569993	C	5
8	0.620002	0.8288331926	C	5
8	0.640002	0.8299542919	C	5
8	0.660002	0.8310200710	C	5
8	0.680002	0.8320306246	C	5
8	0.700002	0.8329863593	C	5
8	0.720002	0.8338879743	C	5
8	0.740002	0.8347364351	C	5
8	0.760002	0.8355329415	C	5
8	0.780002	0.8362788955	C	5
8	0.800002	0.8369758670	C	5
8	0.820002	0.8376255621	C	5
8	0.840002	0.8382297922	C	5
8	0.860002	0.8387904458	C	5
8	0.880002	0.8393094629	C	5
8	0.900002	0.8397888122	C	5
8	0.920002	0.8402304715	C	5
8	0.940002	0.8406364100	C	5
8	0.960002	0.8410085737	C	5
8	0.980002	0.8413488733	C	5
8	1.000002	0.8416591743	C	5
8	1.020002	0.8419412885	C	5
8	1.040002	0.8421969677	C	5
8	1.060002	0.8424278993	C	5
8	1.080002	0.8426357026	C	5
8	1.100002	0.8428219264	C	5
8	1.120002	0.8429880480	C	5
8	1.140002	0.8431354727	C	5
8	1.160002	0.8432655340	C	5
8	1.180002	0.8433794943	C	5
8	1.200002	0.8434785467	C	5
8	1.220002	0.8435638164	C	5
8	1.240002	0.8436363628	C	5
8	1.260002	0.8436971815	C	5
8	1.280002	0.8437472072	C	5
8	1.300002	0.8437873157	C	5
8	1.320002	0.8438183269	C	5
8	1.340002	0.8438410072	C	5
8	1.360002	0.8438560721	C	5
8	1.380002	0.8438641891	C	5
8	1.400002	0.8438659797	C	5
8	1.420002	0.8438620227	C	5
8	1.440002	0.8438528560	C	5
8	1.460002	0.8438389791	C	5
8	1.480002	0.8438208556	C	5
8	1.500002	0.8437989152	C	5
8	1.520002	0.8437735558	C	5
8	1.540002	0.8437451455	C	5
8	1.560002	0.8437140246	C	5
8	1.580002	0.8436805073	C	5
8	1.600002	0.8436448835	C	5
8	1.620002	0.8436074202	C	5
8	1.640002	0.8435683634	C	5
8	1.660002	0.8435279391	C	5
8	1.680002	0.8434863551	C	5
8	1.700002	0.8434438020	C	5
8	1.720002	0.8434004543	C	5
8	1.740002	0.8433564718	C	5
8	1.760002	0.8433120007	C	5
8	1.780002	0.8432671743	C	5
8	1.800002	0.8432221138	C	5
8	1.820002	0.8431769298	C	5
8	1.840002	0.8431317226	C	5
8	1.860002	0.8430865829	C	5
8	1.880002	0.8430415930	C	5
8	1.900002	0.8429968269	C	5
8	1.920002	0.8429523511	C	5
8	1.940002	0.8429082255	C	5
8	1.960002	0.8428645033	C	5
8	1.980002	0.8428212322	C	5
9	0.000002	-0.0016871452	C	5
9	0.020002	0.9290073794	C	5
9	0.040002	0.8965809010	C	5
9	0.060002	0.8831160565	C	5
9	0.080002	0.8752160454	C	5
9	0.100002	0.8701750770	C	5
9	0.120002	0.8669913492	C	5
9	0.140002	0.8651594008	C	5
9	0.160002	0.8643786254	C	5
9	0.180002	0.8644538011	C	5
9	0.200002	0.8652508370	C	5
9	0.220002	0.8666730365	C	5
9	0.240002	0.8686469436	C	5
9	0.260002	0.8711135145	C	5
9	0.280002	0.8740225710	C	5
9	0.300002	0.8773293732	C	5
9	0.320002	0.8809925766	C	5
9	0.340002	0.8849730869	C	5
9	0.360002	0.8892334827	C	5
9	0.380002	0.8937377859	C	5
9	0.400002	0.8984514310	C	5
9	0.420002	0.9033413377	C	5
9	0.440002	0.9083760244	C	5
9	0.460002	0.9135257275	C	5
9	0.480002	0.9187625020	C	5
9	0.500002	0.9240602969	C	5
9	0.520002	0.9293949983	C	5
9	0.540002	0.9347444423	C	5
9	0.560002	0.9400884002	C	5
9	0.580002	0.9454085396	C	5
9	0.600002	0.9506883661	C	5
9	0.620002	0.9559131498	C	5
9	0.640002	0.9610698404	C	5
9	0.660002	0.9661469742	C	5
9	0.680002	0.9711345774	C	5
9	0.700002	0.9760240658	C	5
9	0.720002	0.9808081446	C	5
9	0.740002	0.9854807101	C	5
9	0.760002	0.9900367524	C	5
9	0.780002	0.9944722633	C	5
9	0.800002	0.9987841461	C	5
9	0.820002	1.0029701315	C	5
9	0.840002	1.0070286970	C	5
9	0.860002	1.0109589921	C	5
9	0.880002	1.0147607671	C	5
9	0.900002	1.0184343075	C	5
9	0.920002	1.0219803732	C	5
9	0.940002	1.0254001415	C	5
9	0.960002	1.0286951550	C	5
9	0.980002	1.0318672737	C	5
9	1.000002	1.0349186304	C	5
9	1.020002	1.0378515911	C	5
9	1.040002	1.0406687172	C	5
9	1.060002	1.0433727332	C	5
9	1.080002	1.0459664950	C	5
9	1.100002	1.0484529636	C	5
9	1.120002	1.0508351797	C	5
9	1.140002	1.0531162418	C	5
9	1.160002	1.0552992859	C	5
9	1.180002	1.0573874685	C	5
9	1.200002	1.0593839503	C	5
9	1.220002	1.0612918826	C	5
9	1.240002	1.0631143952	C	5
9	1.260002	1.0648545856	C	5
9	1.280002	1.0665155100	C	5
9	1.300002	1.0681001754	C	5
9	1.320002	1.0696115326	C	5
9	1.340002	1.0710524710	C	5
9	1.360002	1.0724258137	C	5
9	1.380002	1.0737343134	C	5
9	1.400002	1.0749806499	C	5
9	1.420002	1.0761674275	C	5
9	1.440002	1.0772971733	C	5
9	1.460002	1.0783723361	C	5
