site	time	r_tilde_ms	r_tilde_ms_small_t	r_tilde_jc	true_r_jc
3	0.800002	0.5458212427	0.6788099829	2.6419120472	2.6419120472
3	0.820002	0.5465376147	0.6788099829	2.6419120472	2.6419120472
3	0.840002	0.5471809570	0.6788099829	2.6419120472	2.6419120472
3	0.860002	0.5477585207	0.6788099829	2.6419120472	2.6419120472
3	0.880002	0.5482768892	0.6788099829	2.6419120472	2.6419120472
3	0.900002	0.5487420256	0.6788099829	2.6419120472	2.6419120472
3	0.920002	0.5491593209	0.6788099829	2.6419120472	2.6419120472
3	0.940002	0.5495336409	0.6788099829	2.6419120472	2.6419120472
3	0.960002	0.5498693719	0.6788099829	2.6419120472	2.6419120472
3	0.980002	0.5501704638	0.6788099829	2.6419120472	2.6419120472
3	1.000002	0.5504404702	0.6788099829	2.6419120472	2.6419120472
3	1.020002	0.5506825860	0.6788099829	2.6419120472	2.6419120472
3	1.040002	0.5508996818	0.6788099829	2.6419120472	2.6419120472
3	1.060002	0.5510943359	0.6788099829	2.6419120472	2.6419120472
3	1.080002	0.5512688628	0.6788099829	2.6419120472	2.6419120472
3	1.100002	0.5514253396	0.6788099829	2.6419120472	2.6419120472
3	1.120002	0.5515656303	0.6788099829	2.6419120472	2.6419120472
3	1.140002	0.5516914067	0.6788099829	2.6419120472	2.6419120472
3	1.160002	0.5518041685	0.6788099829	2.6419120472	2.6419120472
3	1.180002	0.5519052606	0.6788099829	2.6419120472	2.6419120472
3	1.200002	0.5519958892	0.6788099829	2.6419120472	2.6419120472
3	1.220002	0.5520771356	0.6788099829	2.6419120472	2.6419120472
3	1.240002	0.5521499697	0.6788099829	2.6419120472	2.6419120472
3	1.260002	0.5522152609	0.6788099829	2.6419120472	2.6419120472
3	1.280002	0.5522737888	0.6788099829	2.6419120472	2.6419120472
3	1.300002	0.5523262526	0.6788099829	2.6419120472	2.6419120472
3	1.320002	0.5523732790	0.6788099829	2.6419120472	2.6419120472
3	1.340002	0.5524154299	0.6788099829	2.6419120472	2.6419120472
3	1.360002	0.5524532093	0.6788099829	2.6419120472	2.6419120472
3	1.380002	0.5524870691	0.6788099829	2.6419120472	2.6419120472
3	1.400002	0.5525174144	0.6788099829	2.6419120472	2.6419120472
3	1.420002	0.5525446085	0.6788099829	2.6419120472	2.6419120472
3	1.440002	0.5525689773	0.6788099829	2.6419120472	2.6419120472
3	1.460002	0.5525908128	0.6788099829	2.6419120472	2.6419120472
3	1.480002	0.5526103772	0.6788099829	2.6419120472	2.6419120472
3	1.500002	0.5526279053	0.6788099829	2.6419120472	2.6419120472
3	1.520002	0.5526436079	0.6788099829	2.6419120472	2.6419120472
3	1.540002	0.5526576738	0.6788099829	2.6419120472	2.6419120472
3	1.560002	0.5526702726	0.6788099829	2.6419120472	2.6419120472
3	1.580002	0.5526815562	0.6788099829	2.6419120472	2.6419120472
3	1.600002	0.5526916609	0.6788099829	2.6419120472	2.6419120472
3	1.620002	0.5527007089	0.6788099829	2.6419120472	2.6419120472
3	1.640002	0.5527088097	0.6788099829	2.6419120472	2.6419120472
3	1.660002	0.5527160618	0.6788099829	2.6419120472	2.6419120472
3	1.680002	0.5527225532	0.6788099829	2.6419120472	2.6419120472
3	1.700002	0.5527283629	0.6788099829	2.6419120472	2.6419120472
3	1.720002	0.5527335618	0.6788099829	2.6419120472	2.6419120472
3	1.740002	0.5527382135	0.6788099829	2.6419120472	2.6419120472
3	1.760002	0.5527423749	0.6788099829	2.6419120472	2.6419120472
3	1.780002	0.5527460972	0.6788099829	2.6419120472	2.6419120472
3	1.800002	0.5527494260	0.6788099829	2.6419120472	2.6419120472
3	1.820002	0.5527524026	0.6788099829	2.6419120472	2.6419120472
3	1.840002	0.5527550637	0.6788099829	2.6419120472	2.6419120472
3	1.860002	0.5527574422	0.6788099829	2.6419120472	2.6419120472
3	1.880002	0.5527595678	0.6788099829	2.6419120472	2.6419120472
3	1.900002	0.5527614670	0.6788099829	2.6419120472	2.6419120472
3	1.920002	0.5527631636	0.6788099829	2.6419120472	2.6419120472
3	1.940002	0.5527646787	0.6788099829	2.6419120472	2.6419120472
3	1.960002	0.5527660316	0.6788099829	2.6419120472	2.6419120472
3	1.980002	0.5527672393	0.6788099829	2.6419120472	2.6419120472
4	0.000002	1.3219987624	1.3219970641	0.3202314879	0.3202314878
4	0.020002	1.3369257230	1.3219970641	0.3202314878	0.3202314878
4	0.040002	1.3483289268	1.3219970641	0.3202314878	0.3202314878
4	0.060002	1.3569036694	1.3219970641	0.3202314878	0.3202314878
4	0.080002	1.3631495963	1.3219970641	0.3202314878	0.3202314878
4	0.100002	1.3674234449	1.3219970641	0.3202314878	0.3202314878
4	0.120002	1.3699834377	1.3219970641	0.3202314878	0.3202314878
4	0.140002	1.3710278197	1.3219970641	0.3202314878	0.3202314878
4	0.160002	1.3707285230	1.3219970641	0.3202314878	0.3202314878
4	0.180002	1.3692595744	1.3219970641	0.3202314878	0.3202314878
4	0.200002	1.3668179762	1.3219970641	0.3202314878	0.3202314878
4	0.220002	1.3636332644	1.3219970641	0.3202314878	0.3202314878
4	0.240002	1.3599621946	1.3219970641	0.3202314878	0.3202314878
4	0.260002	1.3560681590	1.3219970641	0.3202314878	0.3202314878
4	0.280002	1.3521906136	1.3219970641	0.3202314878	0.3202314878
4	0.300002	1.3485151610	1.3219970641	0.3202314878	0.3202314878
4	0.320002	1.3451558338	1.3219970641	0.3202314878	0.3202314878
4	0.340002	1.3421556508	1.3219970641	0.3202314878	0.3202314878
4	0.360002	1.3395027623	1.3219970641	0.3202314878	0.3202314878
4	0.380002	1.3371534249	1.3219970641	0.3202314878	0.3202314878
4	0.400002	1.3350529365	1.3219970641	0.3202314878	0.3202314878
4	0.420002	1.3331497176	1.3219970641	0.3202314878	0.3202314878
4	0.440002	1.3314021058	1.3219970641	0.3202314878	0.3202314878
4	0.460002	1.3297798481	1.3219970641	0.3202314878	0.3202314878
4	0.480002	1.3282627068	1.3219970641	0.3202314878	0.3202314878
4	0.500002	1.3268380098	1.3219970641	0.3202314878	0.3202314878
4	0.520002	1.3254981964	1.3219970641	0.3202314878	0.3202314878
4	0.540002	1.3242388144	1.3219970641	0.3202314878	0.3202314878
4	0.560002	1.3230570695	1.3219970641	0.3202314878	0.3202314878
4	0.580002	1.3219508707	1.3219970641	0.3202314878	0.3202314878
4	0.600002	1.3209182567	1.3219970641	0.3202314878	0.3202314878
4	0.620002	1.3199570913	1.3219970641	0.3202314878	0.3202314878
4	0.640002	1.3190649353	1.3219970641	0.3202314878	0.3202314878
4	0.660002	1.3182390242	1.3219970641	0.3202314878	0.3202314878
4	0.680002	1.3174763068	1.3219970641	0.3202314878	0.3202314878
4	0.700002	1.3167735112	1.3219970641	0.3202314878	0.3202314878
4	0.720002	1.3161272201	1.3219970641	0.3202314878	0.3202314878
4	0.740002	1.3155339442	1.3219970641	0.3202314878	0.3202314878
4	0.760002	1.3149901873	1.3219970641	0.3202314878	0.3202314878
4	0.780002	1.3144925007	1.3219970641	0.3202314878	0.3202314878
4	0.800002	1.3140375270	1.3219970641	0.3202314878	0.3202314878
4	0.820002	1.3136220333	1.3219970641	0.3202314878	0.3202314878
4	0.840002	1.3132429343	1.3219970641	0.3202314878	0.3202314878
4	0.860002	1.3128973089	1.3219970641	0.3202314878	0.3202314878
4	0.880002	1.3125824087	1.3219970641	0.3202314878	0.3202314878
4	0.900002	1.3122956620	1.3219970641	0.3202314878	0.3202314878
4	0.920002	1.3120346743	1.3219970641	0.3202314878	0.3202314878
4	0.940002	1.3117972240	1.3219970641	0.3202314878	0.3202314878
4	0.960002	1.3115812577	1.3219970641	0.3202314878	0.3202314878
4	0.980002	1.3113848826	1.3219970641	0.3202314878	0.3202314878
4	1.000002	1.3112063582	1.3219970641	0.3202314878	0.3202314878
4	1.020002	1.3110440876	1.3219970641	0.3202314878	0.3202314878
4	1.040002	1.3108966084	1.3219970641	0.3202314878	0.3202314878
4	1.060002	1.3107625832	1.3219970641	0.3202314878	0.3202314878
4	1.080002	1.3106407906	1.3219970641	0.3202314878	0.3202314878
4	1.100002	1.3105301167	1.3219970641	0.3202314878	0.3202314878
4	1.120002	1.3104295463	1.3219970641	0.3202314878	0.3202314878
4	1.140002	1.3103381549	1.3219970641	0.3202314878	0.3202314878
4	1.160002	1.3102551013	1.3219970641	0.3202314878	0.3202314878
4	1.180002	1.3101796207	1.3219970641	0.3202314878	0.3202314878
4	1.200002	1.3101110177	1.3219970641	0.3202314878	0.3202314878
4	1.220002	1.3100486605	1.3219970641	0.3202314878	0.3202314878
4	1.240002	1.3099919753	1.3219970641	0.3202314878	0.3202314878
4	1.260002	1.3099404410	1.3219970641	0.3202314878	0.3202314878
4	1.280002	1.3098935845	1.3219970641	0.3202314878	0.3202314878
4	1.300002	1.3098509763	1.3219970641	0.3202314878	0.3202314878
4	1.320002	1.3098122267	1.3219970641	0.3202314878	0.3202314878
4	1.340002	1.3097769819	1.3219970641	0.3202314878	0.3202314878
4	1.360002	1.3097449208	1.3219970641	0.3202314878	0.3202314878
4	1.380002	1.3097157520	1.3219970641	0.3202314878	0.3202314878
4	1.400002	1.3096892112	1.3219970641	0.3202314878	0.3202314878
4	1.420002	1.3096650583	1.3219970641	0.3202314878	0.3202314878
4	1.440002	1.3096430754	1.3219970641	0.3202314878	0.3202314878
4	1.460002	1.3096230650	1.3219970641	0.3202314878	0.3202314878
4	1.480002	1.3096048475	1.3219970641	0.3202314878	0.3202314878
4	1.500002	1.3095882601	1.3219970641	0.3202314878	0.3202314878
4	1.520002	1.3095731547	1.3219970641	0.3202314878	0.3202314878
4	1.540002	1.3095593972	1.3219970641	0.3202314878	0.3202314878
4	1.560002	1.3095468654	1.3219970641	0.3202314878	0.3202314878
4	1.580002	1.3095354488	1.3219970641	0.3202314878	0.3202314878
4	1.600002	1.3095250465	1.3219970641	0.3202314878	0.3202314878
4	1.620002	1.3095155673	1.3219970641	0.3202314878	0.3202314878
4	1.640002	1.3095069280	1.3219970641	0.3202314878	0.3202314878
4	1.660002	1.3094990533	1.3219970641	0.3202314878	0.3202314878
4	1.680002	1.3094918744	1.3219970641	0.3202314878	0.3202314878
4	1.700002	1.3094853292	1.3219970641	0.3202314878	0.3202314878
4	1.720002	1.3094793608	1.3219970641	0.3202314878	0.3202314878
4	1.740002	1.3094739177	1.3219970641	0.3202314878	0.3202314878
4	1.760002	1.3094689531	1.3219970641	0.3202314878	0.3202314878
4	1.780002	1.3094644244	1.3219970641	0.3202314878	0.3202314878
4	1.800002	1.3094602927	1.3219970641	0.3202314878	0.3202314878
4	1.820002	1.3094565229	1.3219970641	0.3202314878	0.3202314878
4	1.840002	1.3094530828	1.3219970641	0.3202314878	0.3202314878
4	1.860002	1.3094499431	1.3219970641	0.3202314878	0.3202314878
4	1.880002	1.3094470774	1.3219970641	0.3202314878	0.3202314878
4	1.900002	1.3094444615	1.3219970641	0.3202314878	0.3202314878
4	1.920002	1.3094420732	1.3219970641	0.3202314878	0.3202314878
4	1.940002	1.3094398925	1.3219970641	0.3202314878	0.3202314878
4	1.960002	1.3094379013	1.3219970641	0.3202314878	0.3202314878
4	1.980002	1.3094360827	1.3219970641	0.3202314878	0.3202314878
5	0.000002	1.2753095766	1.2753084012	1.0114717882	1.0114717881
5	0.020002	1.2856802201	1.2753084012	1.0114717881	1.0114717881
5	0.040002	1.2937757026	1.2753084012	1.0114717881	1.0114717881
5	0.060002	1.3001342846	1.2753084012	1.0114717881	1.0114717881
5	0.080002	1.3050959730	1.2753084012	1.0114717881	1.0114717881
5	0.100002	1.3088652381	1.2753084012	1.0114717881	1.0114717881
5	0.120002	1.3115597286	1.2753084012	1.0114717881	1.0114717881
5	0.140002	1.3132493563	1.2753084012	1.0114717881	1.0114717881
5	0.160002	1.3139883310	1.2753084012	1.0114717881	1.0114717881
5	0.180002	1.3138412103	1.2753084012	1.0114717881	1.0114717881
5	0.200002	1.3129020719	1.2753084012	1.0114717881	1.0114717881
5	0.220002	1.3113041603	1.2753084012	1.0114717881	1.0114717881
5	0.240002	1.3092169642	1.2753084012	1.0114717881	1.0114717881
5	0.260002	1.3068298131	1.2753084012	1.0114717881	1.0114717881
5	0.280002	1.3043257516	1.2753084012	1.0114717881	1.0114717881
5	0.300002	1.3018544630	1.2753084012	1.0114717881	1.0114717881
5	0.320002	1.2995145131	1.2753084012	1.0114717881	1.0114717881
5	0.340002	1.2973509316	1.2753084012	1.0114717881	1.0114717881
5	0.360002	1.2953664855	1.2753084012	1.0114717881	1.0114717881
5	0.380002	1.2935393416	1.2753084012	1.0114717881	1.0114717881
5	0.400002	1.2918394189	1.2753084012	1.0114717881	1.0114717881
5	0.420002	1.2902391928	1.2753084012	1.0114717881	1.0114717881
5	0.440002	1.2887185547	1.2753084012	1.0114717881	1.0114717881
5	0.460002	1.2872654445	1.2753084012	1.0114717881	1.0114717881
5	0.480002	1.2858743212	1.2753084012	1.0114717881	1.0114717881
5	0.500002	1.2845439919	1.2753084012	1.0114717881	1.0114717881
5	0.520002	1.2832756254	1.2753084012	1.0114717881	1.0114717881
5	0.540002	1.2820712615	1.2753084012	1.0114717881	1.0114717881
5	0.560002	1.2809328444	1.2753084012	1.0114717881	1.0114717881
5	0.580002	1.2798616834	1.2753084012	1.0114717881	1.0114717881
5	0.600002	1.2788582201	1.2753084012	1.0114717881	1.0114717881
5	0.620002	1.2779219921	1.2753084012	1.0114717881	1.0114717881
5	0.640002	1.2770517094	1.2753084012	1.0114717881	1.0114717881
5	0.660002	1.2762453864	1.2753084012	1.0114717881	1.0114717881
5	0.680002	1.2755004928	1.2753084012	1.0114717881	1.0114717881
5	0.700002	1.2748141019	1.2753084012	1.0114717881	1.0114717881
5	0.720002	1.2741830231	1.2753084012	1.0114717881	1.0114717881
5	0.740002	1.2736039167	1.2753084012	1.0114717881	1.0114717881
5	0.760002	1.2730733862	1.2753084012	1.0114717881	1.0114717881
5	0.780002	1.2725880526	1.2753084012	1.0114717881	1.0114717881
5	0.800002	1.2721446098	1.2753084012	1.0114717881	1.0114717881
5	0.820002	1.2717398661	1.2753084012	1.0114717881	1.0114717881
5	0.840002	1.2713707728	1.2753084012	1.0114717881	1.0114717881
5	0.860002	1.2710344428	1.2753084012	1.0114717881	1.0114717881
5	0.880002	1.2707281615	1.2753084012	1.0114717881	1.0114717881
5	0.900002	1.2704493914	1.2753084012	1.0114717881	1.0114717881
5	0.920002	1.2701957718	1.2753084012	1.0114717881	1.0114717881
5	0.940002	1.2699651161	1.2753084012	1.0114717881	1.0114717881
5	0.960002	1.2697554053	1.2753084012	1.0114717881	1.0114717881
5	0.980002	1.2695647809	1.2753084012	1.0114717881	1.0114717881
5	1.000002	1.2693915362	1.2753084012	1.0114717881	1.0114717881
5	1.020002	1.2692341071	1.2753084012	1.0114717881	1.0114717881
5	1.040002	1.2690910627	1.2753084012	1.0114717881	1.0114717881
5	1.060002	1.2689610960	1.2753084012	1.0114717881	1.0114717881
5	1.080002	1.2688430146	1.2753084012	1.0114717881	1.0114717881
5	1.100002	1.2687357317	1.2753084012	1.0114717881	1.0114717881
5	1.120002	1.2686382578	1.2753084012	1.0114717881	1.0114717881
5	1.140002	1.2685496924	1.2753084012	1.0114717881	1.0114717881
5	1.160002	1.2684692169	1.2753084012	1.0114717881	1.0114717881
5	1.180002	1.2683960871	1.2753084012	1.0114717881	1.0114717881
5	1.200002	1.2683296271	1.2753084012	1.0114717881	1.0114717881
5	1.220002	1.2682692228	1.2753084012	1.0114717881	1.0114717881
5	1.240002	1.2682143170	1.2753084012	1.0114717881	1.0114717881
5	1.260002	1.2681644037	1.2753084012	1.0114717881	1.0114717881
5	1.280002	1.2681190236	1.2753084012	1.0114717881	1.0114717881
5	1.300002	1.2680777601	1.2753084012	1.0114717881	1.0114717881
5	1.320002	1.2680402350	1.2753084012	1.0114717881	1.0114717881
5	1.340002	1.2680061052	1.2753084012	1.0114717881	1.0114717881
5	1.360002	1.2679750595	1.2753084012	1.0114717881	1.0114717881
5	1.380002	1.2679468154	1.2753084012	1.0114717881	1.0114717881
5	1.400002	1.2679211165	1.2753084012	1.0114717881	1.0114717881
5	1.420002	1.2678977304	1.2753084012	1.0114717881	1.0114717881
5	1.440002	1.2678764458	1.2753084012	1.0114717881	1.0114717881
5	1.460002	1.2678570714	1.2753084012	1.0114717881	1.0114717881
5	1.480002	1.2678394331	1.2753084012	1.0114717881	1.0114717881
5	1.500002	1.2678233733	1.2753084012	1.0114717881	1.0114717881
5	1.520002	1.2678087486	1.2753084012	1.0114717881	1.0114717881
5	1.540002	1.2677954289	1.2753084012	1.0114717881	1.0114717881
5	1.560002	1.2677832962	1.2753084012	1.0114717881	1.0114717881
5	1.580002	1.2677722431	1.2753084012	1.0114717881	1.0114717881
5	1.600002	1.2677621722	1.2753084012	1.0114717881	1.0114717881
5	1.620002	1.2677529949	1.2753084012	1.0114717881	1.0114717881
5	1.640002	1.2677446309	1.2753084012	1.0114717881	1.0114717881
5	1.660002	1.2677370071	1.2753084012	1.0114717881	1.0114717881
5	1.680002	1.2677300570	1.2753084012	1.0114717881	1.0114717881
5	1.700002	1.2677237204	1.2753084012	1.0114717881	1.0114717881
5	1.720002	1.2677179422	1.2753084012	1.0114717881	1.0114717881
5	1.740002	1.2677126726	1.2753084012	1.0114717881	1.0114717881
5	1.760002	1.2677078663	1.2753084012	1.0114717881	1.0114717881
5	1.780002	1.2677034820	1.2753084012	1.0114717881	1.0114717881
5	1.800002	1.2676994820	1.2753084012	1.0114717881	1.0114717881
5	1.820002	1.2676958324	1.2753084012	1.0114717881	1.0114717881
5	1.840002	1.2676925020	1.2753084012	1.0114717881	1.0114717881
5	1.860002	1.2676894625	1.2753084012	1.0114717881	1.0114717881
5	1.880002	1.2676866881	1.2753084012	1.0114717881	1.0114717881
5	1.900002	1.2676841556	1.2753084012	1.0114717881	1.0114717881
5	1.920002	1.2676818435	1.2753084012	1.0114717881	1.0114717881
