site	time	r_tilde	mu_nuc	mu_rate
3	0.360002	0.7188097989	T	3
3	0.380002	0.7184907106	T	3
3	0.400002	0.7185788105	T	3
3	0.420002	0.7190318618	T	3
3	0.440002	0.7198113000	T	3
3	0.460002	0.7208817348	T	3
3	0.480002	0.7222105679	T	3
3	0.500002	0.7237677013	T	3
3	0.520002	0.7255253101	T	3
3	0.540002	0.7274576641	T	3
3	0.560002	0.7295409831	T	3
3	0.580002	0.7317533166	T	3
3	0.600002	0.7340744393	T	3
3	0.620002	0.7364857571	T	3
3	0.640002	0.7389702208	T	3
3	0.660002	0.7415122430	T	3
3	0.680002	0.7440976182	T	3
3	0.700002	0.7467134450	T	3
3	0.720002	0.7493480491	T	3
3	0.740002	0.7519909084	T	3
3	0.760002	0.7546325787	T	3
3	0.780002	0.7572646217	T	3
3	0.800002	0.7598795353	T	3
3	0.820002	0.7624706849	T	3
3	0.840002	0.7650322388	T	3
3	0.860002	0.7675591053	T	3
3	0.880002	0.7700468728	T	3
3	0.900002	0.7724917535	T	3
3	0.920002	0.7748905298	T	3
3	0.940002	0.7772405036	T	3
3	0.960002	0.7795394493	T	3
3	0.980002	0.7817855693	T	3
3	1.000002	0.7839774530	T	3
3	1.020002	0.7861140385	T	3
3	1.040002	0.7881945767	T	3
3	1.060002	0.7902185991	T	3
3	1.080002	0.7921858867	T	3
3	1.100002	0.7940964431	T	3
3	1.120002	0.7959504679	T	3
3	1.140002	0.7977483342	T	3
3	1.160002	0.7994905663	T	3
3	1.180002	0.8011778209	T	3
3	1.200002	0.8028108686	T	3
3	1.220002	0.8043905784	T	3
3	1.240002	0.8059179024	T	3
3	1.260002	0.8073938631	T	3
3	1.280002	0.8088195408	T	3
3	1.300002	0.8101960633	T	3
3	1.320002	0.8115245961	T	3
3	1.340002	0.8128063333	T	3
3	1.360002	0.8140424906	T	3
3	1.380002	0.8152342975	T	3
3	1.400002	0.8163829918	T	3
3	1.420002	0.8174898139	T	3
3	1.440002	0.8185560018	T	3
3	1.460002	0.8195827872	T	3
3	1.480002	0.8205713919	T	3
3	1.500002	0.8215230241	T	3
3	1.520002	0.8224388760	T	3
3	1.540002	0.8233201214	T	3
3	1.560002	0.8241679137	T	3
3	1.580002	0.8249833839	T	3
3	1.600002	0.8257676397	T	3
3	1.620002	0.8265217640	T	3
3	1.640002	0.8272468140	T	3
3	1.660002	0.8279438207	T	3
3	1.680002	0.8286137883	T	3
3	1.700002	0.8292576936	T	3
3	1.720002	0.8298764861	T	3
3	1.740002	0.8304710881	T	3
3	1.760002	0.8310423939	T	3
3	1.780002	0.8315912709	T	3
3	1.800002	0.8321185593	T	3
3	1.820002	0.8326250723	T	3
3	1.840002	0.8331115970	T	3
3	1.860002	0.8335788942	T	3
3	1.880002	0.8340276992	T	3
3	1.900002	0.8344587220	T	3
3	1.920002	0.8348726484	T	3
3	1.940002	0.8352701400	T	3
3	1.960002	0.8356518349	T	3
3	1.980002	0.8360183484	T	3
4	0.000002	-0.0017685339	T	3
4	0.020002	1.3461920108	T	3
4	0.040002	1.3093572204	T	3
4	0.060002	1.3044533193	T	3
4	0.080002	1.3065396906	T	3
4	0.100002	1.3111027025	T	3
4	0.120002	1.3167917809	T	3
4	0.140002	1.3231087497	T	3
4	0.160002	1.3298508660	T	3
4	0.180002	1.3369322182	T	3
4	0.200002	1.3443159832	T	3
4	0.220002	1.3519858638	T	3
4	0.240002	1.3599332048	T	3
4	0.260002	1.3681509438	T	3
4	0.280002	1.3766307344	T	3
4	0.300002	1.3853616157	T	3
4	0.320002	1.3943294714	T	3
4	0.340002	1.4035169123	T	3
4	0.360002	1.4129033977	T	3
4	0.380002	1.4224655021	T	3
4	0.400002	1.4321772718	T	3
4	0.420002	1.4420106397	T	3
4	0.440002	1.4519358746	T	3
4	0.460002	1.4619220492	T	3
4	0.480002	1.4719375103	T	3
4	0.500002	1.4819503400	T	3
4	0.520002	1.4919287979	T	3
4	0.540002	1.5018417343	T	3
4	0.560002	1.5116589688	T	3
4	0.580002	1.5213516289	T	3
4	0.600002	1.5308924444	T	3
4	0.620002	1.5402559970	T	3
4	0.640002	1.5494189225	T	3
4	0.660002	1.5583600675	T	3
4	0.680002	1.5670606011	T	3
4	0.700002	1.5755040838	T	3
4	0.720002	1.5836764957	T	3
4	0.740002	1.5915662288	T	3
4	0.760002	1.5991640446	T	3
4	0.780002	1.6064630026	T	3
4	0.800002	1.6134583632	T	3
4	0.820002	1.6201474687	T	3
4	0.840002	1.6265296072	T	3
4	0.860002	1.6326058627	T	3
4	0.880002	1.6383789561	T	3
4	0.900002	1.6438530805	T	3
4	0.920002	1.6490337332	T	3
4	0.940002	1.6539275492	T	3
4	0.960002	1.6585421378	T	3
4	0.980002	1.6628859244	T	3
4	1.000002	1.6669680005	T	3
4	1.020002	1.6707979819	T	3
4	1.040002	1.6743858775	T	3
4	1.060002	1.6777419691	T	3
4	1.080002	1.6808767019	T	3
4	1.100002	1.6838005871	T	3
4	1.120002	1.6865241153	T	3
4	1.140002	1.6890576817	T	3
4	1.160002	1.6914115210	T	3
4	1.180002	1.6935956528	T	3
4	1.200002	1.6956198367	T	3
4	1.220002	1.6974935347	T	3
4	1.240002	1.6992258833	T	3
4	1.260002	1.7008256705	T	3
4	1.280002	1.7023013210	T	3
4	1.300002	1.7036608854	T	3
4	1.320002	1.7049120350	T	3
4	1.340002	1.7060620605	T	3
4	1.360002	1.7071178743	T	3
4	1.380002	1.7080860152	T	3
4	1.400002	1.7089726565	T	3
4	1.420002	1.7097836149	T	3
4	1.440002	1.7105243620	T	3
4	1.460002	1.7112000359	T	3
4	1.480002	1.7118154550	T	3
4	1.500002	1.7123751310	T	3
4	1.520002	1.7128832834	T	3
4	1.540002	1.7133438531	T	3
4	1.560002	1.7137605174	T	3
4	1.580002	1.7141367033	T	3
4	1.600002	1.7144756018	T	3
4	1.620002	1.7147801812	T	3
4	1.640002	1.7150532004	T	3
4	1.660002	1.7152972212	T	3
4	1.680002	1.7155146209	T	3
4	1.700002	1.7157076036	T	3
4	1.720002	1.7158782114	T	3
4	1.740002	1.7160283354	T	3
4	1.760002	1.7161597249	T	3
4	1.780002	1.7162739979	T	3
4	1.800002	1.7163726492	T	3
4	1.820002	1.7164570595	T	3
4	1.840002	1.7165285030	T	3
4	1.860002	1.7165881551	T	3
4	1.880002	1.7166370993	T	3
4	1.900002	1.7166763338	T	3
4	1.920002	1.7167067777	T	3
4	1.940002	1.7167292767	T	3
4	1.960002	1.7167446086	T	3
4	1.980002	1.7167534881	T	3
5	0.000002	-0.0017472308	T	3
5	0.020002	1.3298918250	T	3
5	0.040002	1.2939016519	T	3
5	0.060002	1.2898201388	T	3
5	0.080002	1.2929126299	T	3
5	0.100002	1.2986326406	T	3
5	0.120002	1.3055691033	T	3
5	0.140002	1.3131643816	T	3
5	0.160002	1.3211634500	T	3
5	0.180002	1.3294361324	T	3
5	0.200002	1.3379085890	T	3
5	0.220002	1.3465335383	T	3
5	0.240002	1.3552761601	T	3
5	0.260002	1.3641070140	T	3
5	0.280002	1.3729983693	T	3
5	0.300002	1.3819223178	T	3
5	0.320002	1.3908498895	T	3
5	0.340002	1.3997507658	T	3
5	0.360002	1.4085933717	T	3
5	0.380002	1.4173452120	T	3
5	0.400002	1.4259733638	T	3
5	0.420002	1.4344450632	T	3
5	0.440002	1.4427283339	T	3
5	0.460002	1.4507926176	T	3
5	0.480002	1.4586093706	T	3
5	0.500002	1.4661525995	T	3
5	0.520002	1.4733993136	T	3
5	0.540002	1.4803298783	T	3
5	0.560002	1.4869282608	T	3
5	0.580002	1.4931821657	T	3
5	0.600002	1.4990830624	T	3
5	0.620002	1.5046261126	T	3
5	0.640002	1.5098100099	T	3
5	0.660002	1.5146367442	T	3
5	0.680002	1.5191113088	T	3
5	0.700002	1.5232413654	T	3
5	0.720002	1.5270368830	T	3
5	0.740002	1.5305097660	T	3
5	0.760002	1.5336734841	T	3
5	0.780002	1.5365427158	T	3
5	0.800002	1.5391330122	T	3
5	0.820002	1.5414604895	T	3
5	0.840002	1.5435415534	T	3
5	0.860002	1.5453926569	T	3
5	0.880002	1.5470300941	T	3
5	0.900002	1.5484698273	T	3
5	0.920002	1.5497273464	T	3
5	0.940002	1.5508175596	T	3
5	0.960002	1.5517547092	T	3
5	0.980002	1.5525523138	T	3
5	1.000002	1.5532231291	T	3
5	1.020002	1.5537791287	T	3
5	1.040002	1.5542314977	T	3
5	1.060002	1.5545906400	T	3
5	1.080002	1.5548661945	T	3
5	1.100002	1.5550670590	T	3
5	1.120002	1.5552014199	T	3
5	1.140002	1.5552767855	T	3
5	1.160002	1.5553000224	T	3
5	1.180002	1.5552773934	T	3
5	1.200002	1.5552145959	T	3
5	1.220002	1.5551168001	T	3
5	1.240002	1.5549886870	T	3
5	1.260002	1.5548344850	T	3
5	1.280002	1.5546580049	T	3
5	1.300002	1.5544626736	T	3
5	1.320002	1.5542515661	T	3
5	1.340002	1.5540274353	T	3
5	1.360002	1.5537927399	T	3
5	1.380002	1.5535496710	T	3
5	1.400002	1.5533001760	T	3
5	1.420002	1.5530459810	T	3
5	1.440002	1.5527886121	T	3
5	1.460002	1.5525294139	T	3
5	1.480002	1.5522695674	T	3
5	1.500002	1.5520101058	T	3
5	1.520002	1.5517519293	T	3
5	1.540002	1.5514958187	T	3
5	1.560002	1.5512424471	T	3
5	1.580002	1.5509923913	T	3
5	1.600002	1.5507461422	T	3
5	1.620002	1.5505041131	T	3
5	1.640002	1.5502666491	T	3
5	1.660002	1.5500340335	T	3
5	1.680002	1.5498064955	T	3
5	1.700002	1.5495842156	T	3
5	1.720002	1.5493673318	T	3
5	1.740002	1.5491559440	T	3
5	1.760002	1.5489501190	T	3
5	1.780002	1.5487498942	T	3
5	1.800002	1.5485552812	T	3
5	1.820002	1.5483662695	T	3
5	1.840002	1.5481828288	T	3
5	1.860002	1.5480049124	T	3
5	1.880002	1.5478324586	T	3
5	1.900002	1.5476653938	T	3
5	1.920002	1.5475036336	T	3
5	1.940002	1.5473470847	T	3
5	1.960002	1.5471956468	T	3
5	1.980002	1.5470492133	T	3
6	0.000002	-0.0004357920	T	3
6	0.020002	0.3054331244	T	3
6	0.040002	0.2778856006	T	3
6	0.060002	0.2624110360	T	3
6	0.080002	0.2518300647	T	3
6	0.100002	0.2442384480	T	3
6	0.120002	0.2387159859	T	3
6	0.140002	0.2347063357	T	3
6	0.160002	0.2318386661	T	3
6	0.180002	0.2298529696	T	3
6	0.200002	0.2285611068	T	3
6	0.220002	0.2278237783	T	3
6	0.240002	0.2275358836	T	3
6	0.260002	0.2276167837	T	3
6	0.280002	0.2280036249	T	3
6	0.300002	0.2286466595	T	3
6	0.320002	0.2295059102	T	3
6	0.340002	0.2305487611	T	3
6	0.360002	0.2317481983	T	3
6	0.380002	0.2330815154	T	3
6	0.400002	0.2345293544	T	3
6	0.420002	0.2360749921	T	3
6	0.440002	0.2377038069	T	3
6	0.460002	0.2394028798	T	3
6	0.480002	0.2411606948	T	3
6	0.500002	0.2429669127	T	3
6	0.520002	0.2448122006	T	3
6	0.540002	0.2466881010	T	3
6	0.560002	0.2485869311	T	3
6	0.580002	0.2505017042	T	3
6	0.600002	0.2524260661	T	3
6	0.620002	0.2543542431	T	3
6	0.640002	0.2562809988	T	3
6	0.660002	0.2582015952	T	3
6	0.680002	0.2601117593	T	3
6	0.700002	0.2620076520	T	3
6	0.720002	0.2638858390	T	3
6	0.740002	0.2657432642	T	3
6	0.760002	0.2675772233	T	3
6	0.780002	0.2693853396	T	3
6	0.800002	0.2711655403	T	3
6	0.820002	0.2729160340	T	3
6	0.840002	0.2746352894	T	3
6	0.860002	0.2763220143	T	3
6	0.880002	0.2779751366	T	3
6	0.900002	0.2795937857	T	3
6	0.920002	0.2811772748	T	3
6	0.940002	0.2827250850	T	3
6	0.960002	0.2842368492	T	3
6	0.980002	0.2857123382	T	3
6	1.000002	0.2871514471	T	3
6	1.020002	0.2885541828	T	3
6	1.040002	0.2899206520	T	3
6	1.060002	0.2912510510	T	3
6	1.080002	0.2925456553	T	3
6	1.100002	0.2938048108	T	3
6	1.120002	0.2950289250	T	3
6	1.140002	0.2962184593	T	3
6	1.160002	0.2973739222	T	3
6	1.180002	0.2984958625	T	3
6	1.200002	0.2995848636	T	3
6	1.220002	0.3006415377	T	3
6	1.240002	0.3016665215	T	3
6	1.260002	0.3026604712	T	3
6	1.280002	0.3036240588	T	3
6	1.300002	0.3045579683	T	3
6	1.320002	0.3054628925	T	3
6	1.340002	0.3063395300	T	3
6	1.360002	0.3071885826	T	3
6	1.380002	0.3080107527	T	3
6	1.400002	0.3088067417	T	3
6	1.420002	0.3095772475	T	3
6	1.440002	0.3103229633	T	3
6	1.460002	0.3110445760	T	3
6	1.480002	0.3117427648	T	3
6	1.500002	0.3124182001	T	3
6	1.520002	0.3130715429	T	3
6	1.540002	0.3137034432	T	3
6	1.560002	0.3143145402	T	3
6	1.580002	0.3149054610	T	3
6	1.600002	0.3154768203	T	3
6	1.620002	0.3160292200	T	3
6	1.640002	0.3165632492	T	3
6	1.660002	0.3170794834	T	3
6	1.680002	0.3175784846	T	3
6	1.700002	0.3180608011	T	3
6	1.720002	0.3185269677	T	3
6	1.740002	0.3189775051	T	3
6	1.760002	0.3194129205	T	3
6	1.780002	0.3198337075	T	3
6	1.800002	0.3202403460	T	3
6	1.820002	0.3206333023	T	3
6	1.840002	0.3210130297	T	3
6	1.860002	0.3213799681	T	3
6	1.880002	0.3217345447	T	3
6	1.900002	0.3220771737	T	3
6	1.920002	0.3224082569	T	3
6	1.940002	0.3227281839	T	3
6	1.960002	0.3230373321	T	3
6	1.980002	0.3233360672	T	3
7	0.000002	-0.0017687219	T	3
7	0.020002	1.3442580408	T	3
7	0.040002	1.3053459578	T	3
7	0.060002	1.2983098259	T	3
7	0.080002	1.2982894249	T	3
7	0.100002	1.3008406703	T	3
7	0.120002	1.3046686500	T	3
7	0.140002	1.3093161516	T	3
7	0.160002	1.3146074703	T	3
7	0.180002	1.3204715259	T	3
7	0.200002	1.3268762503	T	3
7	0.220002	1.3338021939	T	3
7	0.240002	1.3412316237	T	3
7	0.260002	1.3491441659	T	3
7	0.280002	1.3575152978	T	3
7	0.300002	1.3663160867	T	3
7	0.320002	1.3755134537	T	3
7	0.340002	1.3850706493	T	3
7	0.360002	1.3949478002	T	3
7	0.380002	1.4051024758	T	3
7	0.400002	1.4154902545	T	3
7	0.420002	1.4260652846	T	3
7	0.440002	1.4367808381	T	3
7	0.460002	1.4475898555	T	3
7	0.480002	1.4584454784	T	3
7	0.500002	1.4693015636	T	3
7	0.520002	1.4801131732	T	3
7	0.540002	1.4908370347	T	3
7	0.560002	1.5014319621	T	3
7	0.580002	1.5118592338	T	3
7	0.600002	1.5220829217	T	3
7	0.620002	1.5320701654	T	3
7	0.640002	1.5417913908	T	3
7	0.660002	1.5512204690	T	3
7	0.680002	1.5603348169	T	3
7	0.700002	1.5691154388	T	3
7	0.720002	1.5775469118	T	3
7	0.740002	1.5856173191	T	3
7	0.760002	1.5933181338	T	3
7	0.780002	1.6006440615	T	3
7	0.800002	1.6075928454	T	3
7	0.820002	1.6141650414	T	3
7	0.840002	1.6203637717	T	3
7	0.860002	1.6261944612	T	3
7	0.880002	1.6316645663	T	3
7	0.900002	1.6367833002	T	3
7	0.920002	1.6415613618	T	3
7	0.940002	1.6460106728	T	3
7	0.960002	1.6501441271	T	3
7	0.980002	1.6539753561	T	3
7	1.000002	1.6575185121	T	3
7	1.020002	1.6607880716	T	3
7	1.040002	1.6637986597	T	3
7	1.060002	1.6665648952	T	3
7	1.080002	1.6691012575	T	3
7	1.100002	1.6714219721	T	3
7	1.120002	1.6735409169	T	3
7	1.140002	1.6754715451	T	3
7	1.160002	1.6772268245	T	3
7	1.180002	1.6788191922	T	3
7	1.200002	1.6802605210	T	3
7	1.220002	1.6815620986	T	3
7	1.240002	1.6827346153	T	3
7	1.260002	1.6837881613	T	3
7	1.280002	1.6847322302	T	3
7	1.300002	1.6855757284	T	3
7	1.320002	1.6863269893	T	3
7	1.340002	1.6869937914	T	3
7	1.360002	1.6875833785	T	3
7	1.380002	1.6881024824	T	3
7	1.400002	1.6885573475	T	3
7	1.420002	1.6889537548	T	3
7	1.440002	1.6892970478	T	3
7	1.460002	1.6895921579	T	3
7	1.480002	1.6898436290	T	3
7	1.500002	1.6900556422	T	3
7	1.520002	1.6902320397	T	3
7	1.540002	1.6903763479	T	3
7	1.560002	1.6904917990	T	3
7	1.580002	1.6905813524	T	3
7	1.600002	1.6906477145	T	3
7	1.620002	1.6906933575	T	3
7	1.640002	1.6907205372	T	3
7	1.660002	1.6907313096	T	3
7	1.680002	1.6907275470	T	3
7	1.700002	1.6907109518	T	3
7	1.720002	1.6906830707	T	3
7	1.740002	1.6906453075	T	3
7	1.760002	1.6905989343	T	3
7	1.780002	1.6905451027	T	3
7	1.800002	1.6904848542	T	3
7	1.820002	1.6904191291	T	3
7	1.840002	1.6903487753	T	3
7	1.860002	1.6902745562	T	3
7	1.880002	1.6901971583	T	3
7	1.900002	1.6901171977	T	3
7	1.920002	1.6900352261	T	3
7	1.940002	1.6899517371	T	3
7	1.960002	1.6898671709	T	3
7	1.980002	1.6897819195	T	3
8	0.000002	-0.0011582479	T	3
8	0.020002	0.8729251512	T	3
8	0.040002	0.8425204434	T	3
8	0.060002	0.8343081888	T	3
8	0.080002	0.8315896756	T	3
8	0.100002	0.8310972001	T	3
8	0.120002	0.8316946025	T	3
8	0.140002	0.8328590578	T	3
8	0.160002	0.8343087026	T	3
8	0.180002	0.8358776341	T	3
8	0.200002	0.8374640697	T	3
8	0.220002	0.8390051322	T	3
8	0.240002	0.8404629671	T	3
8	0.260002	0.8418163445	T	3
8	0.280002	0.8430552197	T	3
8	0.300002	0.8441770424	T	3
8	0.320002	0.8451841783	T	3
8	0.340002	0.8460820805	T	3
8	0.360002	0.8468779883	T	3
8	0.380002	0.8475800094	T	3
8	0.400002	0.8481964830	T	3
8	0.420002	0.8487355550	T	3
8	0.440002	0.8492049082	T	3
8	0.460002	0.8496116092	T	3
8	0.480002	0.8499620376	T	3
8	0.500002	0.8502618743	T	3
8	0.520002	0.8505161287	T	3
8	0.540002	0.8507291906	T	3
8	0.560002	0.8509048945	T	3
8	0.580002	0.8510465902	T	3
8	0.600002	0.8511572118	T	3
8	0.620002	0.8512393437	T	3
8	0.640002	0.8512952792	T	3
8	0.660002	0.8513270722	T	3
8	0.680002	0.8513365812	T	3
8	0.700002	0.8513255052	T	3
8	0.720002	0.8512954137	T	3
8	0.740002	0.8512477693	T	3
8	0.760002	0.8511839459	T	3
8	0.780002	0.8511052425	T	3
8	0.800002	0.8510128928	T	3
8	0.820002	0.8509080723	T	3
8	0.840002	0.8507919034	T	3
8	0.860002	0.8506654584	T	3
8	0.880002	0.8505297617	T	3
8	0.900002	0.8503857909	T	3
8	0.920002	0.8502344778	T	3
8	0.940002	0.8500767081	T	3
8	0.960002	0.8499133224	T	3
8	0.980002	0.8497451160	T	3
8	1.000002	0.8495728391	T	3
8	1.020002	0.8493971977	T	3
8	1.040002	0.8492188538	T	3
8	1.060002	0.8490384260	T	3
8	1.080002	0.8488564910	T	3
8	1.100002	0.8486735839	T	3
8	1.120002	0.8484902001	T	3
8	1.140002	0.8483067963	T	3
8	1.160002	0.8481237918	T	3
8	1.180002	0.8479415703	T	3
8	1.200002	0.8477604814	T	3
8	1.220002	0.8475808423	T	3
8	1.240002	0.8474029391	T	3
8	1.260002	0.8472270290	T	3
8	1.280002	0.8470533416	T	3
8	1.300002	0.8468820806	T	3
8	1.320002	0.8467134255	T	3
8	1.340002	0.8465475331	T	3
8	1.360002	0.8463845390	T	3
8	1.380002	0.8462245593	T	3
8	1.400002	0.8460676918	T	3
8	1.420002	0.8459140172	T	3
8	1.440002	0.8457636011	T	3
8	1.460002	0.8456164944	T	3
8	1.480002	0.8454727350	T	3
8	1.500002	0.8453323488	T	3
8	1.520002	0.8451953507	T	3
8	1.540002	0.8450617455	T	3
8	1.560002	0.8449315292	T	3
8	1.580002	0.8448046895	T	3
8	1.600002	0.8446812067	T	3
8	1.620002	0.8445610544	T	3
8	1.640002	0.8444442007	T	3
8	1.660002	0.8443306079	T	3
8	1.680002	0.8442202343	T	3
8	1.700002	0.8441130335	T	3
8	1.720002	0.8440089561	T	3
8	1.740002	0.8439079493	T	3
8	1.760002	0.8438099578	T	3
8	1.780002	0.8437149242	T	3
8	1.800002	0.8436227890	T	3
8	1.820002	0.8435334915	T	3
8	1.840002	0.8434469696	T	3
8	1.860002	0.8433631603	T	3
8	1.880002	0.8432820001	T	3
8	1.900002	0.8432034250	T	3
8	1.920002	0.8431273709	T	3
8	1.940002	0.8430537735	T	3
8	1.960002	0.8429825688	T	3
8	1.980002	0.8429136930	T	3
9	0.000002	-0.0013667575	T	3
9	0.020002	1.0199673684	T	3
9	0.040002	0.9750102137	T	3
9	0.060002	0.9565761094	T	3
9	0.080002	0.9450633404	T	3
9	0.100002	0.9367080032	T	3
9	0.120002	0.9302486220	T	3
9	0.140002	0.9251301938	T	3
9	0.160002	0.9210631971	T	3
9	0.180002	0.9178766975	T	3
9	0.200002	0.9154590541	T	3
9	0.220002	0.9137306252	T	3
9	0.240002	0.9126299812	T	3
9	0.260002	0.9121064653	T	3
9	0.280002	0.9121159875	T	3
9	0.300002	0.9126185735	T	3
9	0.320002	0.9135769128	T	3
9	0.340002	0.9149554985	T	3
9	0.360002	0.9167201303	T	3
9	0.380002	0.9188376456	T	3
9	0.400002	0.9212757963	T	3
9	0.420002	0.9240032193	T	3
9	0.440002	0.9269894660	T	3
9	0.460002	0.9302050669	T	3
9	0.480002	0.9336216149	T	3
9	0.500002	0.9372118533	T	3
9	0.520002	0.9409497623	T	3
9	0.540002	0.9448106357	T	3
9	0.560002	0.9487711444	T	3
9	0.580002	0.9528093848	T	3
9	0.600002	0.9569049096	T	3
9	0.620002	0.9610387429	T	3
9	0.640002	0.9651933785	T	3
9	0.660002	0.9693527639	T	3
9	0.680002	0.9735022708	T	3
9	0.700002	0.9776286554	T	3
9	0.720002	0.9817200079	T	3
9	0.740002	0.9857656960	T	3
9	0.760002	0.9897563015	T	3
9	0.780002	0.9936835543	T	3
9	0.800002	0.9975402626	T	3
9	0.820002	1.0013202422	T	3
9	0.840002	1.0050182462	T	3
9	0.860002	1.0086298944	T	3
9	0.880002	1.0121516050	T	3
9	0.900002	1.0155805280	T	3
9	0.920002	1.0189144807	T	3
9	0.940002	1.0221518869	T	3
9	0.960002	1.0252917186	T	3
9	0.980002	1.0283334407	T	3
9	1.000002	1.0312769595	T	3
9	1.020002	1.0341225744	T	3
9	1.040002	1.0368709326	T	3
9	1.060002	1.0395229874	T	3
9	1.080002	1.0420799597	T	3
9	1.100002	1.0445433018	T	3
9	1.120002	1.0469146655	T	3
9	1.140002	1.0491958713	T	3
9	1.160002	1.0513888819	T	3
9	1.180002	1.0534957769	T	3
9	1.200002	1.0555187303	T	3
9	1.220002	1.0574599906	T	3
9	1.240002	1.0593218624	T	3
9	1.260002	1.0611066899	T	3
9	1.280002	1.0628168425	T	3
9	1.300002	1.0644547018	T	3
9	1.320002	1.0660226504	T	3
9	1.340002	1.0675230612	T	3
9	1.360002	1.0689582894	T	3
9	1.380002	1.0703306642	T	3
9	1.400002	1.0716424824	T	3
9	1.420002	1.0728960030	T	3
9	1.440002	1.0740934419	T	3
9	1.460002	1.0752369685	T	3
